tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	406991	0	live	MIR21	MIRN21, hsa-mir-21, miR-21, miRNA21	microRNA 21		17q23.1	17	NC_000017.11	59841266	59841337	plus	1	611020	
9606	Homo sapiens	406938	0	live	MIR146A	MIRN146, MIRN146A, miR-146a, miRNA146A	microRNA 146a	hsa-mir-146|hsa-mir-146a	5q33.3	5	NC_000005.10	160485352	160485450	plus	1	610566	
9606	Homo sapiens	406947	0	live	MIR155	MIRN155, miRNA155, mir-155	microRNA 155	hsa-mir-155	21q21.3	21	NC_000021.9	25573980	25574044	plus	1	609337	
9606	Homo sapiens	407040	0	live	MIR34A	MIRN34A, miRNA34A, mir-34, mir-34a	microRNA 34a	hsa-mir-34a	1p36.22	1	NC_000001.11	9151668	9151777	minus	1	611172	
9606	Homo sapiens	406937	0	live	MIR145	MIRN145, miR-145, miRNA145	microRNA 145	hsa-mir-145	5q32	5	NC_000005.10	149430646	149430733	plus	1	611795	
9606	Homo sapiens	406906	0	live	MIR122	MIR122A, MIRN122, MIRN122A, hsa-mir-122, miRNA122, miRNA122A, mir-122	microRNA 122	hsa-mir-122a|microRNA 122a	18q21.31	18	NC_000018.10	58451074	58451158	plus	1	609582	
9606	Homo sapiens	406913	0	live	MIR126	MIRN126, miRNA126, mir-126	microRNA 126	hsa-mir-126	9q34.3	9	NC_000009.12	136670602	136670686	plus	1	611767	
9606	Homo sapiens	407021	0	live	MIR29A	MIRN29, MIRN29A, hsa-mir-29, hsa-mir-29a, miRNA29A, mir-29a	microRNA 29a	microRNA 29	7q32.3	7	NC_000007.14	130876747	130876810	minus	1	610782	
9606	Homo sapiens	407018	0	live	MIR27A	MIR27, MIRN27A, mir-27a	microRNA 27a	hsa-mir-27a	19p13.12	19	NC_000019.10	13836440	13836517	minus	1	612153	
9606	Homo sapiens	407006	0	live	MIR221	MIRN221, miRNA221, mir-221	microRNA 221	hsa-mir-221	Xp11.3	X	NC_000023.11	45746157	45746266	minus	1	300568	
9606	Homo sapiens	407008	0	live	MIR223	MIRN223, miRNA223, mir-223	microRNA 223	hsa-mir-223	Xq12	X	NC_000023.11	66018870	66018979	plus	1	300694	
9606	Homo sapiens	406935	0	live	MIR143	MIRN143, mir-143	microRNA 143	hsa-mir-143	5q32	5	NC_000005.10	149428918	149429023	plus	1	612117	
9606	Homo sapiens	406992	0	live	MIR210	MIRN210, mir-210	microRNA 210	hsa-mir-210	11p15.5	11	NC_000011.10	568089	568198	minus	1	612982	
9606	Homo sapiens	406985	0	live	MIR200C	MIRN200C, mir-200c	microRNA 200c	hsa-mir-200c	12p13.31	12	NC_000012.12	6963699	6963766	plus	1	612092	
9606	Homo sapiens	406952	0	live	MIR17	MIR17-5p, MIR91, MIRN17, MIRN91, hsa-mir-17, miR-17, miR17-3p, miRNA17, miRNA91	microRNA 17		13q31.3	13	NC_000013.11	91350605	91350688	plus	1	609416	
9606	Homo sapiens	406986	0	live	MIR203A	MIR203, MIRN203, hsa-mir-203a, miR-203, miRNA203, mir-203a	microRNA 203a	hsa-mir-203|microRNA 203	14q32.33	14	NC_000014.9	104117405	104117514	plus	1	611899	
9606	Homo sapiens	406910	0	live	MIR125A	MIRN125A, miRNA125A, mir-125a	microRNA 125a	hsa-mir-125a	19q13.41	19	NC_000019.10	51693254	51693339	plus	1	611191	
9606	Homo sapiens	406971	0	live	MIR195	MIRN195, miRNA195, mir-195	microRNA 195	hsa-mir-195	17p13.1	17	NC_000017.11	7017615	7017701	minus	1	610718	
9606	Homo sapiens	406996	0	live	MIR214	MIRN214, miRNA214, mir-214	microRNA 214	hsa-mir-214	1q24.3	1	NC_000001.11	172138798	172138907	minus	1	610721	
9606	Homo sapiens	494324	0	live	MIR375	MIRN375, hsa-mir-375, miRNA375, mir-375	microRNA 375		2q35	2	NC_000002.12	219001645	219001708	minus	1	611173	
9606	Homo sapiens	406942	0	live	MIR150	MIRN150, miRNA150, mir-150	microRNA 150	hsa-mir-150	19q13.33	19	NC_000019.10	49500785	49500868	minus	1	611114	
9606	Homo sapiens	406988	0	live	MIR205	MIRN205, mir-205	microRNA 205	hsa-mir-205	1q32.2	1	NC_000001.11	209432133	209432242	plus	1	613147	
9606	Homo sapiens	406928	0	live	MIR137	MIRN137, miR-137	microRNA 137	hsa-mir-137	1p21.3	1	NC_000001.11	98046070	98046171	minus	1	614304	
9606	Homo sapiens	407029	0	live	MIR30A	MIRN30A, mir-30a	microRNA 30a	hsa-mir-30a	6q13	6	NC_000006.12	71403551	71403621	minus	1	612329	
9606	Homo sapiens	407035	0	live	MIR31	MIRN31, hsa-mir-31, miR-31	microRNA 31		9p21.3	9	NC_000009.12	21512115	21512185	minus	1	612155	
9606	Homo sapiens	406907	0	live	MIR124-1	MIR124A, MIR124A1, MIRN124-1, MIRN124A1, mir-124-1	microRNA 124-1	hsa-mir-124-1|hsa-mir-124a-1|microRNA 124a-1	8p23.1	8	NC_000008.11	9903388	9903472	minus	1	609327	
9606	Homo sapiens	407007	0	live	MIR222	MIRN222, miRNA222, mir-222	microRNA 222	hsa-mir-222	Xp11.3	X	NC_000023.11	45747015	45747124	minus	1	300569	
9606	Homo sapiens	406958	0	live	MIR182	MIRN182, miRNA182, mir-182	microRNA 182	hsa-mir-182	7q32.2	7	NC_000007.14	129770383	129770492	minus	1	611607	
9606	Homo sapiens	406987	0	live	MIR204	MIRN204, RDICC, miRNA204, mir-204	microRNA 204	hsa-mir-204	9q21.12	9	NC_000009.12	70809975	70810084	minus	1	610942	
9606	Homo sapiens	406932	0	live	MIR140	MIRN140, SEDN, miRNA140, mir-140	microRNA 140	hsa-mir-140	16q22.1	16	NC_000016.10	69933081	69933180	plus	1	611894	
9606	Homo sapiens	406933	0	live	MIR141	MIRN141, mir-141	microRNA 141	hsa-mir-141	12p13.31	12	NC_000012.12	6964097	6964191	plus	1	612093	
9606	Homo sapiens	406934	0	live	MIR142	MIRN142, mir-142	microRNA 142	hsa-mir-142	17q22	17	NC_000017.11	58331232	58331318	minus	1	615657	
9606	Homo sapiens	406984	0	live	MIR200B	MIRN200B, mir-200b	microRNA 200b	hsa-mir-200b	1p36.33	1	NC_000001.11	1167104	1167198	plus	1	612091	
9606	Homo sapiens	406950	0	live	MIR16-1	MIRN16-1, miRNA16-1, mir-16-1	microRNA 16-1	hsa-mir-16-1	13q14.2	13	NC_000013.11	50048973	50049061	minus	1	609704	
9606	Homo sapiens	407004	0	live	MIR22	MIRN22, hsa-mir-22, miR-22	microRNA 22		17p13.3	17	NC_000017.11	1713903	1713987	minus	1	612077	
9606	Homo sapiens	406973	0	live	MIR196A2	MIRN196-2, MIRN196A2, mir-196a-2	microRNA 196a-2	hsa-mir-196-2|hsa-mir-196a-2|microRNA 196-2	12q13.13	12	NC_000012.12	53991738	53991847	plus	1	609687	
9606	Homo sapiens	406881	0	live	MIRLET7A1	LET7A1, MIRNLET7A1, let-7a-1	microRNA let-7a-1	hsa-let-7a-1	9q22.32	9	NC_000009.12	94175957	94176036	plus	1	605386	
9606	Homo sapiens	406989	0	live	MIR206	MIRN206, miRNA206, mir-206	microRNA 206	hsa-mir-206	6p12.2	6	NC_000006.12	52144349	52144434	plus	1	611599	
9606	Homo sapiens	406940	0	live	MIR148A	MIRN148, MIRN148A, hsa-mir-148, mir-148a	microRNA 148a	hsa-mir-148a|microRNA 148	7p15.2	7	NC_000007.14	25949919	25949986	minus	1	613786	
9606	Homo sapiens	406948	0	live	MIR15A	MIRN15A, hsa-mir-15a, miRNA15A, mir-15a	microRNA 15a		13q14.2	13	NC_000013.11	50049119	50049201	minus	1	609703	
